Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,9500,1,1,143.0,1,38,38,5,5,133.9,0,0,0,1,0,0,18,0,0,7,7,7,15.014285714285714,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,2
1,17,2,9500,1,1,134.0,1,19,37,4,7,133.5,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,2
1,17,3,9500,1,1,138.0,1,3,3,4,5,130.0,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,0
1,1,2,9500,1,1,142.0,1,37,37,9,7,132.7,1,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,2
1,1,1,9500,1,1,118.0,1,19,19,5,7,117.8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.671428571428574,0,12.4,0.5,1.79,2
1,1,2,9500,1,1,131.0,1,1,37,4,4,126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.495714285714286,0,0,8,9,7,12.242857142857144,0,11.1,0.6,2.02,0
1,1,1,9500,1,1,130.0,1,1,38,1,7,120.0,0,0,0,1,0,0,19,0,0,7,7,6,14.566666666666668,0,0,7,7,6,14.566666666666668,0,7.6,2.6,0.32,2
1,1,1,9500,1,1,130.0,1,19,19,4,10,116.8,0,0,0,1,0,0,20,0,0,8,8,7,12.685714285714283,0,0,8,8,7,12.685714285714283,0,12.7,3.7,-1.7,2
1,53,1,9238,1,42,130.0,1,1,19,5,5,128.3,0,0,1,0,0,0,23,0,5,9,12,7,13.571428571428571,0,4,9,14,4,13.25,0,8.9,1.4,3.51,0
1,1,1,9070,1,1,133.1,1,19,19,7,7,117.0,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
1,39,1,8014,0,1,130.0,1,37,11,9,10,131.5,0,0,0,1,0,0,27,0,0,6,8,5,11.0,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,2
1,1,1,9500,1,1,149.0,1,19,1,4,4,134.8,0,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,2
1,1,1,9853,1,1,163.0,1,19,1,5,10,146.6,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,1
1,7,1,8014,0,40,130.0,1,19,1,5,10,130.0,1,0,1,0,0,0,23,0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,0
1,1,6,9500,1,1,145.0,1,38,37,5,6,127.5,1,0,0,1,0,1,19,0,0,7,7,6,13.416666666666666,0,0,7,7,6,13.416666666666666,0,7.6,2.6,0.32,2
1,1,1,9147,1,1,130.0,1,37,38,3,3,123.0,0,0,0,1,0,0,18,0,0,5,8,5,12.333333333333334,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,2
1,43,1,9500,1,1,128.0,1,1,19,9,8,100.0,1,0,0,1,0,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,2
1,1,1,9500,1,1,140.0,1,1,1,4,4,123.5,1,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,2
1,44,1,9238,1,39,140.0,1,19,19,8,8,144.3,1,0,0,1,0,1,19,0,3,6,7,6,13.142857142857142,0,2,6,6,6,14.333333333333334,0,12.4,0.5,1.79,2
1,1,1,9853,1,1,145.0,1,38,37,5,5,142.2,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,1
1,1,1,9085,1,1,151.0,1,3,3,1,90,161.9,0,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.857142857142858,0,7.6,2.6,0.32,2
1,1,1,9238,1,1,132.0,1,37,37,9,5,135.9,0,0,0,1,0,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13.0,0,9.4,-0.8,-3.12,2
1,1,2,9773,1,1,116.0,1,19,19,4,7,110.1,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,6,6,12.0,0,11.1,0.6,2.02,2
1,2,1,9853,1,1,120.0,1,19,38,9,9,122.5,0,0,0,0,0,0,28,0,11,11,11,11,11.727272727272728,0,8,8,8,8,12.0,0,15.5,2.8,-4.06,0
1,17,1,9254,1,1,158.0,1,37,37,5,9,138.1,1,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14.0,0,7.6,2.6,0.32,0
1,43,1,171,1,1,116.0,1,3,1,2,3,117.3,1,0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0
1,1,2,9500,1,1,112.0,1,1,37,4,9,106.8,1,0,0,1,0,1,19,0,0,7,8,6,13.533333333333331,0,0,8,9,7,13.614285714285714,0,12.4,0.5,1.79,2
1,1,1,9070,1,1,126.0,1,1,19,4,0,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,2
1,51,1,9070,1,1,117.0,1,5,1,2,10,120.0,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,1
1,1,1,9853,1,1,153.0,1,1,19,9,4,139.7,1,0,0,1,0,1,19,0,0,7,7,7,13.428571428571429,0,0,7,7,7,14.857142857142858,0,11.1,0.6,2.02,2
1,1,2,9070,1,1,124.0,1,19,1,9,3,123.7,1,0,0,1,0,1,18,0,1,6,8,6,12.714285714285714,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,2
1,17,2,9130,1,1,127.0,1,3,1,2,1,116.5,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
1,17,1,9670,1,1,126.0,1,12,38,9,5,122.2,0,0,0,1,0,1,19,0,0,6,6,6,13.666666666666666,0,0,6,9,6,13.666666666666666,0,8.9,1.4,3.51,2
1,1,1,9773,1,1,133.1,1,38,19,132,103,146.0,0,0,1,1,0,0,20,0,0,6,6,5,11.0,0,0,6,6,6,13.166666666666666,0,16.2,0.3,-0.92,2
1,17,2,9853,1,1,114.0,1,1,1,4,0,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.333333333333334,0,13.9,-0.3,0.79,1
1,17,3,9773,1,1,127.0,1,19,19,5,8,120.0,0,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
1,17,3,9238,1,1,143.0,1,37,38,0,7,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11.0,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,2
1,17,3,9500,1,1,136.0,1,19,1,9,9,129.0,1,0,0,1,0,1,19,0,0,7,7,7,13.308571428571428,0,0,8,10,8,12.55,0,12.4,0.5,1.79,2
1,1,1,9853,1,1,125.0,1,37,37,9,9,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.666666666666666,0,0,6,7,3,10.666666666666666,0,15.5,2.8,-4.06,0
1,1,1,9773,1,1,135.0,1,1,4,5,3,124.9,0,0,0,1,0,1,20,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,2
1,1,2,9500,1,1,133.0,1,19,37,1,9,128.5,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,2
1,1,1,9085,1,6,122.0,1,19,19,9,9,126.2,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,0
1,17,1,9130,1,1,122.0,1,19,19,9,9,121.7,1,0,0,0,0,0,22,0,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,0
1,1,2,9853,1,1,121.0,1,38,38,7,5,120.0,1,0,0,1,0,0,18,0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,1
1,43,1,9147,1,1,123.0,1,3,19,9,9,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.166666666666666,2,4,10,16,7,10.571428571428571,0,7.6,2.6,0.32,1
1,1,1,9238,1,1,128.0,1,19,19,0,5,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,2
1,1,4,171,1,1,139.0,1,37,38,9,9,127.8,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
1,1,2,9500,1,1,124.0,1,34,34,0,0,123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.901428571428571,1,0,8,8,7,14.901428571428571,1,9.4,-0.8,-3.12,0
1,1,3,9500,1,1,135.0,1,38,19,8,8,126.3,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.445555555555554,0,15.5,2.8,-4.06,2
1,51,1,9991,0,42,110.0,1,19,37,5,9,128.2,0,0,0,0,0,0,22,0,7,12,12,7,11.0,0,5,5,5,5,10.6,0,8.9,1.4,3.51,0
1,17,4,9085,1,1,138.0,1,19,36,90,7,134.9,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.666666666666666,0,7.6,2.6,0.32,2
1,44,1,9003,1,39,140.0,1,38,38,6,6,140.0,0,0,0,1,0,0,19,0,0,6,7,6,12.0,0,0,6,7,6,12.666666666666666,0,12.4,0.5,1.79,2
1,1,5,9500,1,1,126.0,1,1,19,6,7,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.135714285714286,0,0,8,10,7,13.328571428571427,0,12.4,0.5,1.79,2
1,39,1,9991,0,1,120.0,1,38,38,3,3,140.0,0,0,0,1,0,0,25,0,0,5,11,3,10.666666666666666,0,0,5,11,3,11.333333333333334,0,15.5,2.8,-4.06,1
1,1,1,9500,1,1,145.0,1,19,19,9,7,136.6,0,0,0,1,0,1,19,0,0,7,12,6,13.766666666666666,0,0,8,10,7,14.051428571428572,0,15.5,2.8,-4.06,2
1,18,1,9500,1,1,124.0,1,38,37,9,7,119.3,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,2
1,1,1,9070,1,1,160.0,1,3,38,1,9,152.0,1,0,0,0,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
1,1,1,9500,1,1,138.0,1,38,19,9,5,144.3,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.571428571428571,0,13.9,-0.3,0.79,2
1,39,2,9556,1,1,130.0,1,37,37,9,9,159.0,1,0,0,1,0,0,25,0,0,7,11,7,11.857142857142858,0,0,8,21,5,11.7,0,12.4,0.5,1.79,1
1,17,1,9500,1,1,127.0,1,19,38,5,9,129.5,1,0,0,1,0,1,20,0,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,7.6,2.6,0.32,2
1,39,1,9238,1,1,170.0,1,38,19,9,9,140.0,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,1
1,1,3,9670,1,1,111.0,1,1,1,5,5,105.4,0,0,0,1,0,0,20,0,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,2
1,42,1,9500,1,1,100.0,1,1,19,4,8,136.0,1,0,0,1,0,0,21,0,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,2
1,44,1,9003,1,39,160.0,1,37,38,9,9,160.0,0,0,1,1,0,1,19,0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,2
1,1,1,9773,1,1,152.0,1,38,37,9,9,139.1,0,0,0,1,0,1,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,2
1,1,2,9670,1,1,144.0,1,37,38,9,9,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,2
1,39,1,9500,1,3,133.8,1,3,37,2,10,184.0,0,0,0,1,0,0,28,0,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,2
1,1,1,9238,1,1,125.0,1,37,38,9,9,125.0,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,2
1,1,1,9147,1,1,150.0,1,37,37,9,6,138.5,0,0,0,1,0,1,18,0,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,2
5,17,5,9500,1,1,143.0,1,37,38,5,8,133.5,1,0,0,1,0,1,18,0,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,2
1,1,3,9500,1,1,145.0,1,19,37,7,7,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,2
1,42,1,9500,1,1,120.0,1,1,2,9,3,130.0,1,0,0,1,0,0,22,0,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,12.7,3.7,-1.7,2
1,1,1,9500,1,1,145.0,1,19,1,9,5,145.0,0,0,0,1,0,1,18,0,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,2
1,17,1,9254,1,1,122.0,1,37,37,5,6,114.3,0,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
1,44,1,171,1,39,110.0,1,37,37,5,6,108.3,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,0
1,1,3,9070,1,1,136.0,1,37,38,9,9,125.2,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,2
1,17,4,9500,1,1,141.0,1,38,37,3,3,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,2
1,1,1,9085,1,1,149.0,1,19,19,4,6,147.6,1,0,0,1,0,0,20,0,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,2
1,1,6,9500,1,1,130.0,1,38,19,5,6,125.1,1,0,0,1,0,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,15.5,2.8,-4.06,2
1,17,6,9147,1,1,121.0,1,19,38,7,9,123.8,0,0,0,1,0,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11.0,0,12.7,3.7,-1.7,1
1,1,1,9670,1,1,128.0,1,1,1,2,2,130.8,1,0,0,1,0,0,20,0,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,0
1,1,1,9853,1,1,152.0,1,19,19,9,5,154.1,0,0,1,1,0,1,18,0,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,12.7,3.7,-1.7,2
1,16,2,9147,1,1,132.0,1,37,37,9,9,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,1
1,51,1,9991,0,1,141.0,1,19,38,5,7,100.0,0,0,0,1,0,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,2
1,18,2,9853,1,1,120.0,1,1,1,9,0,115.8,0,0,0,1,0,0,18,0,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,13.9,-0.3,0.79,1
1,1,1,9500,1,1,148.0,1,19,19,4,4,133.8,0,0,0,1,0,0,18,0,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,12.7,3.7,-1.7,2
1,1,1,9070,1,1,130.0,1,12,19,4,5,118.5,0,1,0,1,0,1,18,0,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,8.9,1.4,3.51,2
1,17,1,171,1,1,145.0,1,37,37,9,1,150.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
1,17,3,9147,1,1,112.0,1,1,19,3,5,107.8,1,0,0,1,0,0,19,0,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,10.8,1.4,1.74,1
1,1,1,9500,1,1,138.0,1,38,1,9,4,127.5,1,0,0,1,0,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,1
1,1,3,9500,1,1,135.0,1,1,37,7,7,120.5,1,0,0,1,0,0,19,0,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,10.8,1.4,1.74,2
1,1,1,9147,1,1,118.0,1,1,2,10,10,117.3,1,0,0,1,0,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,1
1,1,2,9773,1,1,150.0,41,1,37,9,7,130.8,0,0,0,1,0,1,20,1,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,15.5,2.8,-4.06,2
1,1,1,9147,1,1,121.0,1,19,19,3,9,112.6,1,0,0,1,0,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,11.1,0.6,2.02,2
1,17,3,9500,1,1,139.0,1,38,1,9,5,131.8,1,0,0,1,0,0,18,0,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,10.8,1.4,1.74,2
4,39,1,8014,0,1,160.0,1,37,37,3,4,97.0,0,0,0,1,0,1,35,0,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,15.5,2.8,-4.06,2
1,39,1,9500,1,1,110.0,1,37,37,9,9,130.0,0,0,1,0,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,0
1,39,1,8014,0,40,140.0,1,19,37,5,9,148.0,0,0,0,1,0,0,37,0,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,12.4,0.5,1.79,2
1,17,2,9773,1,1,139.0,1,3,1,2,7,124.0,1,0,0,1,0,1,20,0,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,15.5,2.8,-4.06,0
1,1,1,9670,1,1,135.0,1,19,37,5,7,121.4,0,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,2
1,1,1,9147,1,1,117.0,1,38,19,5,7,118.1,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,2
1,17,4,9500,1,1,137.0,1,1,19,4,3,121.3,1,0,0,1,1,1,18,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,2
1,42,1,9119,1,1,144.0,1,34,34,0,0,119.5,0,0,0,1,1,0,18,0,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,0
1,18,1,9670,1,1,140.0,1,1,37,9,9,130.2,1,0,0,1,1,0,22,0,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,2
1,16,2,9238,1,1,130.0,1,37,37,5,6,126.9,1,0,0,1,0,0,18,0,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,9.4,-0.8,-3.12,2
1,1,2,9070,1,1,152.0,101,2,1,9,1,168.5,1,0,0,1,1,0,21,1,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,2
4,39,1,9500,1,1,133.1,1,37,37,9,9,130.0,0,0,1,1,0,0,38,0,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,0
1,18,1,9556,1,1,140.0,1,38,37,9,9,122.8,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,2
6,39,1,9500,1,1,133.1,1,37,37,9,9,110.0,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,0
1,16,1,9085,1,1,140.0,1,1,1,9,9,127.1,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,2
1,1,3,9500,1,1,133.1,1,19,19,5,5,108.5,1,0,0,1,0,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,2
1,53,1,9085,1,42,140.0,1,19,38,9,9,138.2,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,0
1,1,2,9500,1,1,133.1,1,19,38,192,192,96.0,1,0,0,1,0,0,19,0,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,11.1,0.6,2.02,1
1,1,1,9238,1,1,135.0,1,19,19,9,9,124.5,0,0,0,1,0,1,18,0,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,2
2,7,1,9500,1,3,120.0,1,37,19,9,7,120.0,1,0,0,1,0,0,45,0,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,13.9,-0.3,0.79,1
1,1,1,9670,1,1,141.0,1,1,19,4,4,132.6,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,2
1,7,2,9130,1,3,140.0,1,34,34,0,0,140.0,0,0,0,1,0,0,25,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,0
1,7,1,9254,1,40,130.0,1,1,1,3,6,130.0,0,0,0,1,0,0,39,0,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,2
2,39,1,9003,1,1,130.0,1,38,37,9,9,144.0,0,0,0,1,0,0,29,0,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,15.5,2.8,-4.06,2
1,7,1,9070,1,3,140.0,1,37,2,9,3,140.0,0,0,0,0,0,0,23,0,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
1,42,1,9853,1,1,120.0,1,1,37,5,5,113.9,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,12.7,3.7,-1.7,0
1,1,1,9238,1,1,147.0,1,1,19,4,4,137.2,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,10.8,1.4,1.74,2
1,7,1,9085,1,40,140.0,1,1,19,5,5,140.0,1,0,0,1,0,0,23,0,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,2
1,1,1,9130,1,1,161.0,1,1,19,4,4,152.3,0,0,0,1,0,0,18,0,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,2
2,39,1,8014,0,19,133.1,1,37,37,4,8,112.5,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,2
2,39,2,9147,1,1,150.0,1,19,37,9,7,101.0,0,0,1,0,0,0,29,0,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,10.8,1.4,1.74,0
1,1,6,9238,1,1,113.0,1,1,38,194,163,112.3,1,0,1,1,0,1,20,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,2
1,39,1,9238,1,1,140.0,1,34,34,0,0,114.0,1,0,0,0,0,0,28,0,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,0
1,7,1,9147,1,3,130.0,1,38,38,1,9,130.0,0,0,0,1,0,0,27,0,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,2
1,43,2,9500,1,1,120.0,1,37,34,90,0,121.5,0,0,1,1,0,0,22,0,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,2
2,39,1,9003,1,19,133.1,1,19,37,9,10,120.0,0,0,1,1,0,0,37,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,1
1,7,1,8014,0,3,130.0,1,37,38,0,5,130.0,0,0,0,0,0,0,28,0,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
2,39,1,9003,1,1,120.0,1,37,37,9,9,125.7,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,0
1,43,1,9556,1,1,140.0,1,37,37,9,9,128.0,1,0,0,0,0,0,32,0,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,0
4,39,1,9500,1,19,133.1,1,38,1,9,4,120.0,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,2
1,1,1,9670,1,1,130.0,1,37,37,0,0,117.8,1,0,0,1,0,0,21,0,0,5,8,3,13.0,0,0,5,7,4,11.5,1,7.6,2.6,0.32,2
1,1,1,9500,1,1,176.0,1,3,38,3,7,169.7,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,16.2,0.3,-0.92,2
1,18,2,9147,1,1,143.0,1,19,38,9,7,132.2,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,13.9,-0.3,0.79,2
1,1,2,171,1,1,136.0,1,39,1,3,4,134.3,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0
1,1,1,9500,1,1,132.0,1,19,1,9,5,123.4,0,0,0,1,0,1,18,0,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,11.1,0.6,2.02,2
2,39,1,9991,0,19,133.1,1,19,39,5,3,121.7,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,0
2,39,1,8014,0,19,100.0,1,1,19,1,5,130.0,0,0,1,1,0,1,33,0,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,2
1,1,3,9500,1,1,137.0,1,19,38,7,7,126.5,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,2
1,17,1,9238,1,1,153.0,1,38,38,7,7,159.7,1,0,0,1,0,1,18,0,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,2
1,1,1,9147,1,1,160.0,1,9,19,4,3,151.3,0,0,0,1,0,0,23,0,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,7.6,2.6,0.32,2
1,1,5,9500,1,1,137.0,1,38,38,4,8,126.5,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,2
